,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_감마토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_tfa 16:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인
78,멸치쌈밥....멸치찌개 & 상추쌈..(sole food),126.19,4243.7,17753.025,545.893,59.422,2.215,350.334,9.69,90.562,0.008,0.022,0.0,0.0,0.0,0.0,17.975,0.894,30.55,162.45,5399.8,6538.525,1.46,0.08,0.214,25.188,0.0,142.3,0.496,0.315,3.705,0.371,0.546,50.55,0.0,3.55,3.55,48.323,0.35,1.0,1.0,0.0,0.0,0.0,3.5,0.0,0.0,0.145,26.5,0.65,0.0,12.188,0.0,0.0,0.0,0.005,0.005,0.09,1.609,0.856,13.17,0.21,2.806,0.055,0.0,19.615,0.553,0.022,0.0,0.025,0.0,0.0,0.0,3829.0,0.0,0.0,4.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.635,0.654,1.13,1.254,0.363,0.181,0.571,0.486,0.76,0.895,0.548,0.822,1.309,2.228,0.727,0.617,0.594,0.14,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,햇 고추장~뽀글뽀글 고추장찌개,304.78,392.176,1513.037,31.926,15.954,4.916,41.513,6.929,21.014,8.997,0.081,0.117,0.0,0.051,0.0,1071.795,17.143,120.135,373.68,791.628,2619.36,3.303,0.712,2.102,29.471,0.0,13.575,0.344,0.258,1.712,0.289,0.251,69.945,0.0,69.945,69.945,109.791,0.012,12.0,0.0,142.5,6.3,0.0,484.5,0.0,744.0,0.082,0.0,0.0,19.04,2.338,0.0,0.0,0.0,0.0,0.002,0.042,1.667,0.547,3.477,0.04,3.304,0.004,0.0,8.818,7.598,1.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,0.285,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386,1.309,1.413,2.32,1.511,0.364,0.115,1.399,1.149,1.462,2.303,0.723,1.305,3.386,5.507,1.227,1.793,1.672,0.111,15.019,13.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,부대찌개..비오는날엔 얼큰한 부대찌개!!(생생정보통),233.05,907.2,3788.0,70.91,65.04,4.285,7.81,2.7,0.22,0.0,0.22,0.0,0.0,0.0,0.0,47.5,3.325,86.0,720.0,1416.5,158.0,6.625,0.29,0.098,115.45,0.0,1.5,2.418,1.002,19.63,3.095,1.26,60.5,0.0,60.5,60.5,282.51,1.75,5.0,5.0,0.0,0.0,0.0,17.5,0.0,0.0,1.155,137.5,3.35,4.08,17.362,0.0,0.0,0.0,0.025,0.025,0.45,10.722,5.715,27.385,1.11,25.79,0.335,0.0,15.634,15.147,0.231,0.0,0.125,0.0,0.0,0.0,200.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885,3.185,3.24,5.58,6.255,1.81,0.88,2.875,2.48,3.905,4.41,2.745,4.19,6.465,10.93,3.635,2.96,2.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,꽃빵과 어우린 영양잡채 만들기,165.326,1330.6,5570.2,6.384,30.592,10.148,257.548,3.43,34.42,30.99,2.15,1.29,0.0,0.0,0.0,105.6,6.52,61.9,208.6,432.6,3323.3,1.72,0.269,0.992,20.73,1.1,7.4,0.441,0.132,1.936,0.551,0.334,32.4,0.0,32.4,32.4,250.14,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.765,0.0,0.0,4.48,4.388,0.0,0.0,0.0,0.0,0.0,0.004,2.769,1.456,11.996,0.06,11.871,0.06,0.0,12.73,12.586,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.196,0.222,0.38,0.295,0.065,0.077,0.262,0.173,0.24,0.409,0.131,0.215,0.57,1.278,0.221,0.325,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,완두콩 마파두부,115.46,241.5,969.075,7.782,0.281,4.84,60.274,1.14,27.12,0.03,0.09,0.0,0.0,0.0,0.0,16.9,0.625,31.2,66.8,293.5,1821.99,0.391,0.071,0.406,2.65,0.0,99.5,0.049,0.138,1.296,0.089,0.291,26.2,0.0,4.2,4.2,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.002,0.026,0.0,0.024,0.0,0.0,0.079,0.07,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.081,0.095,0.161,0.114,0.029,0.035,0.106,0.073,0.1,0.139,0.052,0.088,0.216,0.474,0.089,0.148,0.116,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,돼지고기 김치찌개,19.155,123.3,391.65,8.163,5.248,3.796,24.0,11.655,3.387,0.228,0.642,1.287,0.0,0.0,0.0,107.55,5.564,51.9,113.85,616.5,2542.5,1.674,0.363,0.51,8.64,0.0,1.71,0.09,0.317,3.616,0.266,0.657,11.25,0.0,11.25,11.25,30.78,0.012,444.6,0.0,4507.8,627.0,1047.0,8880.0,6.3,93.0,11.432,0.0,0.0,36.195,0.891,0.0,0.004,0.0,0.004,0.024,0.059,0.598,0.149,1.131,0.025,1.092,0.008,0.0,2.835,2.613,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.072,1.023,0.0,0.93,0.855,0.0,0.0,0.004,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.081,0.117,0.189,0.108,0.039,0.054,0.111,0.057,0.162,0.147,0.054,0.135,0.507,0.477,0.18,0.375,0.069,0.159,21.45,19.5,0.008,0.936,0.156,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,잡채,256.955,233.625,953.375,24.571,14.359,2.246,7.645,1.035,1.86,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,16.08,90.0,291.0,363.0,456.0,2.4,0.579,1.815,27.19,0.0,0.8,0.243,0.156,0.585,0.204,0.141,45.0,0.0,45.0,45.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.03,0.0,0.0,7.2,2.073,0.0,0.0,0.0,0.0,0.0,0.039,1.521,0.513,3.18,0.039,3.12,0.0,0.0,8.1,7.14,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.206,1.305,2.139,1.356,0.324,0.087,1.284,1.077,1.338,2.103,0.663,1.188,3.12,5.04,1.125,1.665,1.557,0.053,7.15,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,"스팸 버섯 찌개, 빠르게 끓여내는 가벼운 국물에 자연송이와 스팸 넣은 찌개",895.9,1993.0,8339.0,225.86,109.92,11.35,66.92,4.5,8.98,4.97,3.19,2.77,0.75,0.75,0.0,194.0,11.7,272.9,1691.0,3588.0,735.0,17.04,1.002,0.912,199.3,121.9,83.2,0.769,1.429,73.759,8.636,3.893,78.0,0.0,78.0,78.0,542.1,2.4,1219.0,384.0,8281.0,3480.0,0.0,17990.0,1.0,260.0,2.84,16.0,0.0,35.2,30.394,0.0,0.0,0.0,0.0,0.16,0.884,22.304,6.166,42.745,5.842,35.224,1.04,0.0,23.879,20.673,0.886,0.0,0.88,0.08,0.16,0.32,704.0,0.0,1.43,45.3,0.01,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.466,9.252,10.971,16.047,17.9,5.83,2.999,8.566,7.089,10.65,13.875,6.47,12.854,19.721,32.544,14.152,10.626,7.779,0.87,219.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,39.6,1.77,1.95,23.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,집밥 백선생 김치찌개 따라하기,149.2,450.5,1886.6,26.9,21.4,2.16,37.14,3.8,7.34,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.38,20.0,344.0,1380.0,302.5,2.1,0.026,0.052,61.6,9.6,0.0,0.132,1.026,0.128,2.8,0.242,88.0,0.0,88.0,88.0,588.0,2.22,298.0,296.0,22.0,0.0,20.0,1040.0,0.0,706.0,2.06,174.0,4.4,0.6,6.566,0.0,0.0,0.006,0.006,0.006,0.07,4.7,1.656,8.296,0.62,7.44,0.06,0.006,2.844,2.38,0.07,0.0,0.298,0.01,0.0,0.076,746.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,1.208,1.372,2.16,1.808,0.784,0.584,1.336,1.026,1.534,1.51,0.596,1.4,2.52,3.28,0.846,1.002,1.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,얼큰한 돼지고기찌개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,닭볶음,347.903,539.55,2254.35,25.86,37.1,2.442,36.64,1.8,25.53,14.97,0.0,0.0,0.0,0.0,0.0,1057.15,16.278,99.0,308.0,526.3,1462.14,2.532,0.638,1.916,29.29,0.0,99.8,0.282,0.248,1.221,0.204,0.388,67.0,0.0,45.0,45.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.03,0.0,0.0,7.2,5.673,0.0,0.0,0.0,0.0,0.0,0.039,1.521,0.513,3.18,0.039,3.12,0.0,0.0,8.1,7.14,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.206,1.305,2.139,1.356,0.324,0.087,1.284,1.077,1.338,2.103,0.663,1.188,3.12,5.04,1.125,1.665,1.557,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"쫀득한~ 찰옥수수전, 옥수수전",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,파김치전 만들기,79.679,1112.6,4651.0,28.95,95.65,4.657,51.09,16.6,19.7,9.4,5.189,4.996,0.0,0.05,0.07,289.0,4.66,347.4,603.5,1258.7,7.7,4.023,1.235,2.948,6.33,2.2,8.7,0.281,1.271,8.215,1.147,0.636,90.1,0.0,90.1,90.1,80.89,0.0,3.0,0.0,27.0,25.0,0.0,66.0,0.0,23.0,32.75,0.0,0.0,18.65,11.142,0.0,0.0,0.0,0.001,0.002,0.011,7.994,1.948,61.302,0.636,60.152,0.272,0.014,19.273,18.964,0.267,0.0,0.005,0.0,0.0,0.0,0.0,0.0,7.168,0.87,0.419,3.195,0.302,0.06,0.0,0.0,0.002,0.024,0.347,0.55,0.219,0.0,0.0,0.059,0.004,0.003,0.038,0.289,0.786,0.964,2.003,0.822,0.244,0.293,1.539,0.708,1.137,3.34,0.783,1.314,3.679,7.889,1.9,1.42,1.396,0.0,0.0,0.0,0.0,38.74,0.011,0.0,0.026,0.013,0.0,0.0,0.0,0.0,0.236,15.96,0.005,0.0,4.0,5.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.003,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,고소하고 맛있는전 돼지고기부추전,411.275,990.2,4142.25,33.917,9.234,5.137,198.179,23.22,21.278,1.654,1.246,1.037,11.7,0.004,0.063,489.55,7.51,138.45,477.85,1576.9,812.8,3.375,0.6,3.436,60.355,38.49,17.21,0.293,0.563,3.174,1.853,0.272,84.05,0.0,84.05,84.05,79.365,1.057,367.8,29.25,3336.6,1405.2,0.0,6830.65,0.4,136.0,7.978,2.25,0.0,66.205,2.505,0.058,0.052,0.033,0.065,0.065,0.396,1.053,0.345,3.441,0.043,3.3,0.004,0.004,1.552,1.42,0.117,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.572,10.31,0.004,0.345,0.0,0.02,0.0,0.0,0.022,0.014,0.005,0.0,0.0,0.016,0.005,0.005,0.0,0.0,0.0,0.291,0.854,1.052,1.894,1.176,0.487,0.405,1.227,0.902,1.262,1.05,0.615,0.882,1.832,6.822,0.864,2.6,1.236,0.0,0.0,0.0,0.024,3.101,0.085,0.004,0.0,0.083,0.0,0.0,0.0,0.0,0.038,0.061,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,마파두부 덮밥,194.9,638.8,2670.3,19.732,27.758,3.77,75.822,4.59,4.8,0.12,2.505,2.175,0.0,0.015,0.0,67.0,1.705,30.0,146.0,559.5,879.2,2.38,0.088,0.277,13.55,1.5,54.9,0.352,0.23,3.581,0.758,0.356,68.5,0.0,68.5,68.5,16.05,1.51,7.5,0.0,63.0,49.5,0.0,147.0,0.0,45.0,0.225,44.0,1.1,114.0,9.486,0.0,0.0,0.0,0.043,0.035,0.355,5.751,3.08,12.67,0.98,11.326,0.0,0.0,3.181,2.526,0.329,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.518,0.53,0.872,0.969,0.382,0.122,0.453,0.414,0.527,0.878,0.428,0.837,1.323,2.431,0.902,0.745,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,정식품진한콩국물을활용한색다른요리레시피공모전(콩국물부침개),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,달달한 바나나와 오도독 아몬드가 씹히는 치지한 치즈토스트,154.6,172.0,718.0,3.14,0.1,1.98,40.2,6.0,8.36,5.04,1.92,1.4,0.0,0.0,0.0,60.0,1.22,50.0,94.0,674.0,110.0,0.6,0.302,0.516,1.2,0.0,4.8,0.156,0.122,1.114,1.6,0.418,22.0,0.0,22.0,22.0,24.6,0.0,1418.0,0.0,17020.0,14.0,0.0,28400.0,0.0,0.0,0.52,0.0,0.0,3.6,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.002,0.002,0.0,0.002,0.0,0.0,0.028,0.026,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.166,0.11,0.184,0.132,0.058,0.044,0.178,0.068,0.172,0.11,0.062,0.154,0.764,0.31,0.126,0.104,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,노란색 양배추전 # 치즈전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,아이들도 좋아하는 단맛 가득한 양배추 볶음밥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,추운 겨울 따듯함을 담은 달콤함 ' 꿀고구마 찹쌀전',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,고구마 찰전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
