,recipe_title,총합_에너지(kcal),총합_수분(g),총합_단백질(g),총합_지방(g),총합_회분(g),총합_탄수화물(g),총합_당류(g),총합_식이섬유(g),총합_칼슘(mg),총합_철(mg),총합_인(mg),총합_칼륨(mg),총합_나트륨(mg),총합_비타민a(μg rae),총합_레티놀(μg),총합_베타카로틴(μg),총합_티아민(mg),총합_리보플라빈(mg),총합_니아신(mg),총합_비타민c(mg),총합_비타민d(μg),총합_콜레스테롤(mg),총합_포화지방산(g),총합_트랜스지방산(g),총합_폐기율(%)
86,"쫀득한~ 찰옥수수전, 옥수수전",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,파김치전 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,고소하고 맛있는전 돼지고기부추전,845.25,152.27,31.065,55.794,3.86,51.991,1.478,1.65,275.65,11.777,1063.85,396.9,338.1,635.65,590.0,549.65,0.733,1.596,1.144,8.08,0.0,0.0,2.238,0.044,0.0
89,마파두부 덮밥,65.0,45.955,2.118,0.053,0.43,16.446,13.927,0.0,8.7,0.604,42.15,145.1,6.2,0.0,0.0,0.0,0.045,0.145,0.65,0.0,0.0,0.0,0.0,0.0,0.0
90,정식품진한콩국물을활용한색다른요리레시피공모전(콩국물부침개),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,달달한 바나나와 오도독 아몬드가 씹히는 치지한 치즈토스트,1184.3,16.0,27.25,81.69,6.07,98.99,57.81,18.3,363.0,5.69,626.0,2059.0,3.0,58.8,0.0,706.3,0.08,1.484,4.48,0.0,0.0,0.0,8.452,0.049,0.0
92,노란색 양배추전 # 치즈전,507.25,311.01,23.07,28.53,3.604,38.787,10.518,2.4,409.85,6.268,743.2,530.75,228.6,545.15,418.75,1512.0,0.397,1.265,1.723,14.56,0.0,21.825,4.938,0.315,0.0
93,아이들도 좋아하는 단맛 가득한 양배추 볶음밥,58.5,134.55,5.07,2.655,0.825,6.9,1.095,5.1,88.5,1.725,148.5,141.0,12.0,25.5,0.0,297.0,0.0,0.45,0.78,47.85,0.0,0.0,0.165,0.0,0.0
94,추운 겨울 따듯함을 담은 달콤함 ' 꿀고구마 찹쌀전',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,고구마 찰전,46.0,188.2,0.96,0.22,0.7,9.92,0.0,9.0,250.0,0.9,16.0,62.0,6.0,18.0,0.0,222.0,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0
96,계란볶음밥,666.8,84.285,28.8,40.6,7.715,43.6,0.0,0.0,251.45,12.52,998.0,136.25,2256.6,590.0,590.0,0.0,0.68,1.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,영양가득 오므라이스 간단하게 만드는 소스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,제철 옥수수 맛있게 삶는법 냄비에 삶기,200.8,446.285,8.5,1.5,7.515,41.2,0.0,0.0,57.45,3.32,265.0,6.25,1980.6,0.0,0.0,0.0,0.85,0.5,1.0,110.0,0.0,0.0,0.0,0.0,0.0
99,옥수수 찜기에 찌는법,120.0,267.6,5.1,0.9,1.8,24.6,0.0,0.0,30.0,1.2,159.0,0.0,0.0,0.0,0.0,0.0,0.51,0.3,0.6,66.0,0.0,0.0,0.0,0.0,0.0
100,단호박 담백하고 맛있게 찌는방법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,스페인하숙 차세프의 오삼불고기 덮밥,419.15,126.122,9.846,20.021,14.958,56.572,28.4,11.55,70.35,2.761,246.275,1519.05,4809.75,184.35,0.0,2210.55,0.343,0.734,3.331,3.8,0.0,0.0,2.661,0.058,12.0
102,줄서서먹는그맛♥매콤핫떡볶이,29.25,39.33,1.386,1.494,0.302,2.488,1.854,0.0,50.85,0.023,37.8,64.35,16.2,24.75,24.75,0.0,0.009,0.073,0.135,0.36,0.0,4.365,0.976,0.063,0.0
103,새우가 없어도 새우깡만 있으면 쉽게 만드는 바삭한 부추전,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
104,국수전 - 남은국수로 만든 별미 전요리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,닭 가슴살 부추전,216.0,124.78,5.384,3.012,1.712,45.112,1.83,0.0,14.8,1.034,120.8,836.4,3.0,0.0,0.0,0.0,0.264,0.024,0.304,11.84,0.0,0.0,0.066,0.0,26.6
106,오꼬노미야끼,78.0,179.4,6.76,3.54,1.1,9.2,1.46,6.8,118.0,2.3,198.0,188.0,16.0,34.0,0.0,396.0,0.0,0.6,1.04,63.8,0.0,0.0,0.22,0.0,0.0
107,밥알에 황금색코팅?! 황금볶음밥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,애호박 치즈전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,세발나물바나나전,984.0,162.6,24.29,21.38,8.83,182.9,107.8,17.8,277.0,8.62,712.0,2888.0,389.0,750.0,295.0,5450.0,0.8,1.097,3.55,2.8,0.0,0.0,0.35,0.0,0.0
110,고소한 감자부침개 만드는 법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,깻잎감자전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,찬밥으로 만드는 고소한 치즈밥전,42.0,178.2,6.02,0.74,1.92,13.18,0.36,8.6,8.0,0.84,162.0,734.0,6.0,0.0,0.0,0.0,0.06,0.234,0.72,0.0,2.86,0.0,0.1,0.0,0.0
113,바지락 파래전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,참나물 치즈 라이스전,355.0,134.8,15.79,20.53,2.64,26.24,0.0,2.7,190.0,6.15,538.0,477.0,154.0,413.0,295.0,1418.0,0.34,0.843,0.79,9.0,0.0,0.0,0.05,0.0,0.0
115,대추꽃전,5520.0,418.0,74.6,5.0,51.0,1451.4,1181.8,190.0,780.0,15.0,2320.0,16100.0,40.0,80.0,0.0,840.0,2.8,16.3,20.6,376.0,0.0,0.0,1.4,0.2,180.0
116,고소한 두부치즈전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,에어프라이어 요리 단호박 찌는법 굽기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,[암예방레시피]건강한 저염식 양파찜,755.55,389.98,15.86,20.108,5.351,133.701,2.475,3.8,47.45,3.348,360.85,2468.4,11.9,2.15,0.0,17.65,0.77,0.164,0.7,25.8,0.0,0.0,2.382,0.044,54.5
119,어렵지 않은 식빵 꽃,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
120,감자 채소전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"비오는날, 달콤한 오코노미야끼",333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
122,불고기 파전,39.2,59.68,1.371,1.121,0.437,7.379,1.347,0.45,15.9,0.273,31.4,214.5,0.0,27.3,0.0,328.8,0.064,0.036,0.13,6.08,0.0,0.0,0.023,0.0,4.8
123,돼지목살김치볶음밥,57.0,0.255,0.018,0.003,0.03,14.696,13.927,0.0,7.2,0.104,0.15,14.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,굴김치전,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
125,노릇노릇 묵은지야채부침개,33.0,110.4,1.5,0.288,0.696,7.092,2.448,2.46,42.0,0.306,41.4,322.2,9.6,234.0,0.0,2806.8,0.042,0.096,0.546,9.12,0.0,0.0,0.048,0.0,0.0
126,아욱소시지전 만드는 법,348.5,86.85,16.16,20.545,2.145,24.3,0.0,1.95,211.0,5.94,535.5,235.0,146.5,472.0,295.0,2126.0,0.395,0.936,0.745,13.9,0.0,0.0,0.04,0.0,0.0
127,단.맵.짠김치볶음밥 만들기,290.25,4.035,4.005,17.462,1.598,32.902,19.162,11.31,37.35,1.833,117.6,784.8,9.0,184.35,0.0,2210.55,0.129,0.658,2.529,0.0,0.0,0.0,2.641,0.058,0.0
128,해물 김치전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,파래김치전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,바삭바삭 새우김치전,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
131,떡볶이 황금레시피,119.1,11.1,0.924,0.01,3.212,29.761,27.898,0.06,20.25,0.306,18.45,126.75,1205.25,0.0,0.0,0.0,0.021,0.016,0.13,0.0,0.0,0.0,0.0,0.0,0.0
132,녹차단호박볼,7592.8,637.295,159.286,452.256,43.525,842.641,323.305,110.5,476.85,52.877,2376.3,11521.45,2072.0,40.0,0.0,390.0,9.12,5.575,21.75,194.0,0.0,0.0,0.35,0.05,355.0
133,녹차고구마볼,183.8,283.095,1.476,0.336,5.625,44.471,27.855,13.5,396.85,2.877,24.3,127.45,1995.0,27.0,0.0,333.0,0.0,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.0
134,백종원 김치볶음밥,5.1,10.59,0.888,0.004,3.152,0.37,0.044,0.06,5.85,0.099,18.15,98.55,1199.85,0.0,0.0,0.0,0.021,0.016,0.13,0.0,0.0,0.0,0.0,0.0,0.0
135,날치알 얹은 두부감자전,491.0,199.6,19.08,20.48,3.4,57.44,0.0,3.8,132.0,6.58,599.0,767.0,140.0,297.0,295.0,16.0,0.58,0.864,0.72,0.0,0.0,0.0,0.04,0.0,0.0
136,치킨마요 - 남은 치킨 활용법 치킨덮밥,746.0,163.6,31.08,43.14,3.94,58.24,2.1,0.0,250.0,11.68,1054.0,463.0,276.0,590.0,590.0,0.0,0.81,1.53,1.28,3.8,0.0,0.0,0.02,0.0,12.0
137,"간단점심메뉴, 쉽고 맛있는 깍두기볶음밥 만들기",942.0,84.03,28.8,70.558,3.23,43.4,0.0,0.0,266.5,12.814,1049.3,157.0,279.6,591.5,590.0,17.7,0.68,1.539,1.0,0.0,0.0,0.0,2.289,0.123,0.0
138,"찬밥과 소세지, 햄, 참치로 만든 김치볶음밥",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,매운부추부침 맛있게 만드는 법,12.0,46.4,0.765,0.175,0.235,2.405,0.845,0.75,22.5,0.135,15.0,135.5,0.0,45.5,0.0,548.0,0.02,0.054,0.03,7.6,0.0,0.0,0.025,0.0,0.0
140,감자치즈전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,호박고구마전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,일본식부치기~오꼬노미야끼- 딸에게#,173.5,254.8,10.23,4.915,1.935,28.12,1.9,8.5,152.5,3.2,285.5,520.0,21.5,42.5,0.0,495.0,0.08,0.758,1.34,84.15,0.0,0.0,0.3,0.0,8.5
143,고구마 브로콜리전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,데리야끼 닭봉조림,569.46,476.402,19.496,15.981,19.149,88.0,75.788,0.42,600.81,1.173,499.35,1251.95,6190.81,264.0,264.0,0.0,0.205,0.861,2.108,3.904,0.0,46.56,10.418,0.672,0.0
145,콘치즈스틱,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,미니밤호박맛탕 만들기,114.0,0.51,0.036,0.006,0.06,29.391,27.855,0.0,14.4,0.207,0.3,28.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"한그릇 요리~ 대패목살 필라프, 목살필라프",2.97,2.184,0.15,0.008,0.041,0.616,0.063,0.09,0.27,0.018,3.6,12.3,5.97,0.0,0.0,0.0,0.003,0.001,0.011,0.048,0.0,0.0,0.002,0.0,0.0
148,진짜 리조또 만들기 핵심은 생쌀과 육수에,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,고사리김치전,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
150,일본식 김치 해물전,380.2,129.68,17.56,22.224,2.188,28.348,1.004,2.72,170.4,6.616,589.4,206.8,144.4,308.6,295.0,158.4,0.366,1.002,0.972,26.28,0.0,0.0,0.092,0.0,2.4
151,대패삼겹살덮밥만들기 (윤식당 레시피),1343.7,474.61,31.469,2.897,102.563,308.629,227.527,3.82,341.4,5.624,681.7,3852.2,38449.9,149.5,0.0,1791.0,0.817,0.559,4.881,3.8,0.0,0.0,0.035,0.0,12.0
152,미숫가루 감자채부추전,512.9,275.15,21.039,20.73,6.88,61.178,1.226,4.91,169.35,6.868,638.15,1055.25,1339.85,360.7,295.0,783.2,0.629,0.956,0.893,10.64,0.0,0.0,0.075,0.0,0.0
153,부추호박 콩가루쌀전,419.2,272.06,19.644,22.041,9.053,37.145,3.975,2.52,202.1,6.758,613.1,805.4,2538.3,415.6,295.0,1452.6,0.519,0.943,1.153,22.84,0.0,0.0,0.082,0.0,6.0
154,중국집 맛 그대로! 새우 볶음밥 (백선생 레시피),666.0,84.0,28.8,40.6,3.2,43.4,0.0,0.0,244.0,11.2,998.0,130.0,276.0,590.0,590.0,0.0,0.68,1.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,단호박조림(꿀맛이네~),10.2,21.18,1.776,0.009,6.303,0.741,0.087,0.12,11.7,0.198,36.3,197.1,2399.7,0.0,0.0,0.0,0.042,0.033,0.261,0.0,0.0,0.0,0.0,0.0,0.0
156,"간단하게 끓여 만든 시원한 여름 간식, 복숭아조림",490.0,868.0,7.4,7.9,4.9,111.8,102.1,0.0,10.0,1.9,210.0,2380.0,0.0,0.0,0.0,0.0,1.4,0.12,0.9,47.0,0.0,0.0,0.1,0.0,180.0
157,집에서 깨끗하게 간단하게 만들어요 복숭아병조림,196.0,347.2,2.96,3.16,1.96,44.72,40.84,0.0,4.0,0.76,84.0,952.0,0.0,0.0,0.0,0.0,0.56,0.048,0.36,18.8,0.0,0.0,0.04,0.0,72.0
158,알밤조림 만드는 법,285.0,1.275,0.09,0.015,0.15,73.477,69.637,0.0,36.0,0.518,0.75,70.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,방울토마토 마리네이드,749.7,14.1,0.399,75.384,0.182,14.936,10.392,0.0,2.4,0.093,9.6,80.4,0.15,4.5,0.0,53.25,0.02,0.214,0.08,0.57,0.0,0.0,11.284,0.022,1.8
160,방울토마토 마리네이드,749.7,14.1,0.399,75.384,0.182,14.936,10.392,0.0,2.4,0.093,9.6,80.4,0.15,4.5,0.0,53.25,0.02,0.214,0.08,0.57,0.0,0.0,11.284,0.022,1.8
161,시원한 음식 디저트 / 토마토 매실액 절임 (토마토 마리네이드),104.0,367.2,3.76,0.24,2.8,26.0,15.4,6.8,32.0,1.12,116.0,1316.0,28.0,192.0,0.0,2288.0,0.04,0.084,1.4,70.0,0.0,0.0,0.08,0.0,0.0
162,세척&담그는비법 과일과 같은 비율로 설탕 안넣어도 상하지 않는 귤청,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,고추장스팸볶음밥,152.85,31.8,2.664,14.952,9.465,1.132,0.13,0.18,24.0,0.56,69.3,304.05,3601.95,0.15,0.0,1.65,0.063,0.06,0.392,0.0,0.0,0.0,2.198,0.044,0.0
164,자연재료 우엉 부추전,38.0,89.45,1.705,0.22,0.53,8.075,1.19,3.45,43.0,0.475,48.0,241.5,2.5,45.5,0.0,548.0,0.03,0.104,0.075,8.1,0.0,0.0,0.035,0.0,0.0
165,두부 연어 크림전(original),72.4,2.17,0.036,0.031,0.025,17.738,4.642,0.0,5.1,0.334,1.85,5.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,두부 연어 크림전(easy),77.0,112.76,3.888,2.159,0.979,15.214,1.785,0.0,6.1,0.958,101.1,437.05,4.5,0.0,0.0,0.0,0.266,0.064,0.838,3.73,0.0,0.0,0.017,0.0,21.7
167,짜장소스 대파볶음밥,754.0,541.0,45.29,30.42,6.05,75.46,4.49,8.3,60.0,3.65,579.0,2252.0,123.0,320.0,18.0,3606.0,1.46,0.506,12.46,7.2,1.96,139.6,9.17,0.18,12.0
168,매콤한 어묵이 알싸하게 흰밥을 덮쳤당! 어묵덮밥,380.85,43.875,16.394,21.56,2.379,30.793,2.617,5.655,133.85,6.334,550.3,446.15,139.95,387.1,295.0,1104.45,0.404,1.084,1.764,0.0,0.0,0.0,0.222,0.008,0.0
169,백종원 옥수수전 달달하고 고소하게,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,< 디저트 > 애플키위팬케이크,1252.5,427.3,28.142,34.68,7.032,217.914,161.46,11.45,613.7,7.262,903.95,1688.0,283.5,498.25,493.0,63.0,0.547,1.438,1.72,83.355,0.0,34.92,7.91,0.504,7.5
171,< 별미 간식> 쫀득쫀득 감자치즈호떡,237.0,236.4,7.02,0.27,2.7,53.61,0.0,5.7,15.0,1.47,150.0,1053.0,3.0,3.0,0.0,24.0,0.36,0.156,0.33,0.0,0.0,0.0,0.06,0.0,0.0
172,믿고먹는 쌀 떡볶이레시피^-^,181.2,21.945,1.83,0.018,6.393,44.828,41.87,0.12,33.3,0.508,36.75,239.4,2407.8,0.0,0.0,0.0,0.042,0.033,0.261,0.0,0.0,0.0,0.0,0.0,0.0
173,복숭아 조림..,1900.0,8.5,0.6,0.1,1.0,489.85,464.25,0.0,240.0,3.45,5.0,470.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,한끼식사-김치스팸볶음밥(김치볶음밥),370.8,1.095,2.715,38.382,0.711,2.097,0.0,0.0,196.35,3.375,125.7,16.8,4.8,0.3,0.0,3.3,0.076,0.042,0.0,0.0,0.0,0.0,4.395,0.087,0.0
175,까르보나라 떡볶이와 함께 라면티백~,420.65,527.805,18.43,19.18,8.812,45.773,23.016,0.45,579.8,2.14,494.0,1115.75,2190.45,275.0,275.0,0.0,0.247,0.826,1.837,8.04,0.0,48.5,10.878,0.7,12.0
176,매운 참치 볶음밥~*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,가래떡강정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
